댓글 ID,채널 ID,댓글 생성 타임스탬프,가격,상위 댓글 ID,게시물 ID,동영상 ID,댓글 텍스트,최상위 댓글 ID
UgwAa9Afq5dsbMPo7rV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-02-28T12:46:20.208921+00:00,0,,,kCk8x__pXvE,"{""text"":""내최애부분 ""},{""text"":""1:15"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":75}},{""text"":""~""},{""text"":""1:24"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":84}},{""text"":"" , ""},{""text"":""1:37"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":97}},{""text"":""~""},{""text"":""1:54"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":114}},{""text"":"" , ""},{""text"":""2:12"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":132}},{""text"":""~""},{""text"":""2:45"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":165}},{""text"":"" , ""},{""text"":""3:09"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":189}},{""text"":""~""},{""text"":""3:18"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":198}},{""text"":"" , ""},{""text"":""3:45"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":225}},{""text"":""~""},{""text"":""3:53"",""videoLink"":{""externalVideoId"":""kCk8x__pXvE"",""startTimeSeconds"":233}}",
UgyWBdS_gFClM9Jha2p4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-02-17T02:40:49.521951+00:00,0,,,kB2K7CDJt9A,"{""text"":""일주일에 한번씩 쓸데없는 tmi올리는건어때요? 멤버쉽만 볼 수 있게요""}",
UgyH6-zr6d8PoLQisiN4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-02-12T15:51:28.130151+00:00,0,,,7RqdOmyxII0,"{""text"":""영사관 일정 이관 삼성 사역 오이 육지 칠정산 팔도 구미호 십선비""}",
UgzoZd-iY4oSWQMbU8Z4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-02-05T18:50:21.189894+00:00,0,,,zir7r2GICkU,"{""text"":""06:28"",""videoLink"":{""externalVideoId"":""zir7r2GICkU"",""startTimeSeconds"":388}},{""text"":"" 고마워""}",
UgxxN5YPNjgudJYXN-54AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-01-31T20:11:15.978704+00:00,0,,,O9yhfzz6tOw,"{""text"":""63빌딩이랑 롯데타워랑 애버랜드에 있다곤하죠""}",
Ugy8c0zG3Y1MhWwId2F4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-01-30T08:45:07.452126+00:00,0,,, -xUi-B9v2bM,"{""text"":""파판은 고등학생부터 할 수 있어요!""}",
UgzmVOmWbOnu649sX6Z4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-01-30T07:03:03.474083+00:00,0,,UgyxbSNE0reC0G-k7wV4AaABCQ,,"{""text"":""자랑컨텐츠""}",
UgzxNl8fRuC8ISHlHTl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-01-10T16:13:43.351452+00:00,0,,,nVh0xyc9IIo,"{""text"":""스틱핫도그라 하면되는디요""}",
UgzkWZg8pWebyMBVp0x4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-01-08T04:53:00.620478+00:00,0,,,1yLnAscr1D0,"{""text"":""그 성경에 나팔소리와 종소리 와함께 심판의 날이 온다고 했으니까 그런게아닐까요?""}",
UgxF1jR92i3o_3p1BbJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-12-09T04:26:13.418788+00:00,0,,,SlDvFlkj5BU,"{""text"":""6:05"",""videoLink"":{""externalVideoId"":""SlDvFlkj5BU"",""startTimeSeconds"":365}},{""text"":"" 최예나""}",
UgyZOtIpH1y6qYv0zbB4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-12-06T10:04:13.309551+00:00,0,,,eR5uF1ywoeo,"{""text"":""근데요 멸망전때 400개씩 사셨으면서 나머지는 어떻게하시고 저번에 v로그때처럼 짐수레로 옮겨도 불가능할것 같은데요;;""},{""text"":""\n""},{""text"":""어떻게하실지 걱정되네요ㅠㅠ""},{""text"":""\n""},{""text"":""( 비올원영 앨범 + 포카)""},{""text"":""\n""},{""text"":""pasaun0803@""},{""text"":""gmail.com"",""link"":{""linkUrl"":""http://gmail.com/""}}",
UgyK36vOfR6WxeEiskB4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-11-23T06:05:46.251732+00:00,0,,,nXWYrJVpBjo,"{""text"":""109만인데 언제 줄이실려고......""}",
Ugy6eDSCT3m8_80SwOl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-11-04T13:48:51.860158+00:00,0,,,sVu11-s72tc,"{""text"":""0:14"",""videoLink"":{""externalVideoId"":""sVu11-s72tc"",""startTimeSeconds"":14}},{""text"":"" 두껍""}",
UgwBQcN5vQZntbDNXpV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-11-03T11:15:15.825598+00:00,0,,,loV4S-k1WGw,"{""text"":""띠드김밥은 트와이스 사나님께서 아는형님에서 말한것부터가 아닐까요?""}",
UgwqRNKkNUjvKSZwpcZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-11-03T11:07:04.019731+00:00,0,,,uARjJaOEicA,"{""text"":""와 멸망전 힘드셨겠어요. 그래도 아이즈원보고 힘내시고 그래서 리멤은 언제올라오죠...?""},{""text"":""\n""},{""text"":""(psu0803@""},{""text"":""naver.com"",""link"":{""linkUrl"":""http://naver.com/""}},{""text"":"" ,비올레타 원영버전, 채원포카)""}",
UgzKMyCC2K3CjLtWni54AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-11-02T05:30:29.881596+00:00,0,,UgxIJQarXOr06GkAOvJ4AaABCQ,,"{""text"":""수록곡도 된다면은 아이즈원에 하이라이트요""}",
Ugw1tfXYOHLd53x5hFR4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-11-02T03:22:13.20494+00:00,0,,,7o5RCOJ82VY,"{""text"":""스마트폰으로도 출시했나요?""}",
UgyzSiPSJslbcM66sl94AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-10-21T15:14:36.842104+00:00,0,,,fNGXxH2uawg,"{""text"":""🧡따뜻한 목소리로 위즈원을 위로해주는 유리야 생일 축하해🧡""}",
UgytUiN2P77pOpxtgxl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-10-18T17:30:04.192464+00:00,0,,UgyJKCXClVsTs0OzCKd4AaABCQ,,"{""text"":""miss lee 카페요""}",
UgxhqkU2GT6A5DhDYZZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-10-11T04:21:09.204019+00:00,0,,,OBObGmcxnno,"{""text"":""4:44"",""videoLink"":{""externalVideoId"":""OBObGmcxnno"",""startTimeSeconds"":284}}",
Ugx7qUG7o6tN1t_1MuV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-09-02T13:30:40.772394+00:00,0,,,K7doDxA-c9I,"{""text"":""먼저 서울,경기도쪽의 카페를 돌아주신 원제로님께서 영상을 올린것에 감사를 드립니다. ""},{""text"":""\n""},{""text"":""원영님 생일축하드립니다. 이처럼 행복한 아이즈원 됬으면 좋겠고 영원히 행복하세요!""},{""text"":""\n""},{""text"":""(psu0803@naver.com)""}",
Ugz0Qr9M-pE7yN5uBQJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-08-29T12:51:54.988563+00:00,0,,,qcZg31-5j9s,"{""text"":""사파이어 버전 미개봉, 원영 포카""},{""text"":""\n""},{""text"":""\n""},{""text"":""\n""},{""text"":""원래도 아이즈원에 관심이 있었으나 옥쨩님 영상을 보고 원영님에게 빠졌습니다.""},{""text"":""\n""},{""text"":""옥쨩님의 영상을 매우 기다리고 있는 '굳옥자'이기도 하고요.""},{""text"":""\n""},{""text"":""제가 팬싸영상만 보다가  공지나 멸망전 영상을 보니 느낌이 새롭더군요.""},{""text"":""\n""},{""text"":""어쨌든 제가원영님에게 빠지게 된것을 감사하고 영상은 매우 재미있었습니다.""},{""text"":""\n""},{""text"":""(pasaun0803@gmail.com)""}",
UgyHz5xhYj-NP29S69l4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-08-12T11:28:06.919487+00:00,0,,,HDsOi8t-OlY,"{""text"":""9:00"",""videoLink"":{""externalVideoId"":""HDsOi8t-OlY"",""startTimeSeconds"":540}},{""text"":"" 실버 솔 (실버 팽) 진동으로 쳐냈다""}",
UgwCVDSPcDnkPjrVAzJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-03-16T23:42:15.06191+00:00,0,,,BK1WfXD1aDI,"{""text"":""2:59"",""videoLink"":{""externalVideoId"":""BK1WfXD1aDI"",""startTimeSeconds"":179}},{""text"":"",""},{""text"":""3:00"",""videoLink"":{""externalVideoId"":""BK1WfXD1aDI"",""startTimeSeconds"":180}}",
UgwhTN0Bf5o7I4NxQ-V4AaABAg.8r5C9lv2nMY8r5Xoo24hUo,UCuGz8hZspvz_sC0P4DLUL8Q,2019-02-08T15:15:38.872663+00:00,0,UgwhTN0Bf5o7I4NxQ-V4AaABAg,,dhqffW1zOJ0,"{""text"":""엄청 잘 부르시고 엄청 예쁘세요""}",UgwhTN0Bf5o7I4NxQ-V4AaABAg
Ugz34XtbJlwD0NhiZ5R4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-02-04T04:14:24.367673+00:00,0,,,QFZBQS-AVK0,"{""text"":""4:24"",""videoLink"":{""externalVideoId"":""QFZBQS-AVK0"",""startTimeSeconds"":264}},{""text"":""은빈님 보너스 영상""}",
UgzO0ny57-kj9uXMBuJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-01-29T10:03:50.107266+00:00,0,,,ND_NPo3o0mQ,"{""text"":""은빈님 매우 아름다우십니다 ""},{""text"":""\n""},{""text"":""뭉치도 엄청귀여워요!!!!""}",
UgyZ8ygoPBRTuXLo0O94AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2019-01-22T09:28:47.663564+00:00,0,,,4WLw_e0OnNs,"{""text"":""은빈님 진짜세상귀여운것 같아요 웃으실때랑 당황스러워 하실때 엄청귀여워요!!!!!!!""}",
UgzcZeRKP9oHzVcs60Z4AaABAg.8qCTmXru3x28qKnunzhm64,UCuGz8hZspvz_sC0P4DLUL8Q,2019-01-20T17:02:13.611207+00:00,0,UgzcZeRKP9oHzVcs60Z4AaABAg,,o92xI5p40uY,"{""text"":""@블링 블링"",""mention"":{""externalChannelId"":""UCHd9yFnSbZND6360hpLa0Xw""}},{""text"":"" 님 혹시나 모를까봐 쓰는데요 무심코던진 농담에 당사자는 상처입을 수 있습니다""}",UgzcZeRKP9oHzVcs60Z4AaABAg
UgzcZeRKP9oHzVcs60Z4AaABAg.8qCTmXru3x28qKnGOPQgQR,UCuGz8hZspvz_sC0P4DLUL8Q,2019-01-20T16:56:34.251688+00:00,0,UgzcZeRKP9oHzVcs60Z4AaABAg,,o92xI5p40uY,"{""text"":""은빈님  스토리보고왔는데 숱이없어도 대머리에가발 붙인것 같은건 조금오버가 아닌가 싶은데...""}",UgzcZeRKP9oHzVcs60Z4AaABAg
